Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
29-Nov-1929,1929.0,Sea Disaster,KIRIBATI,Phoenix Islands,"Sea Disaster, wreck of the  SS Norwich City",M,DROWNED,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='29-Nov-1929'>"
21-Nov-1929,1929.0,Unprovoked,CUBA,Cienfuegos Province,Fishing,M,arm,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='21-Nov-1929'>"
20-Oct-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,foot,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='20-Oct-1929'>"
02-Oct-1929,1929.0,Unprovoked,SPAIN,Valencia,Fishing ,M,arm,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='02-Oct-1929'>"
01-Sep-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Fell from wharf into water & attacked immediately,M,leg,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='01-Sep-1929'>"
05-Aug-1929,1929.0,Unprovoked,USA,South Carolina,Bathing,M,foot,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='05-Aug-1929'>"
29-Jul-1929,1929.0,Unprovoked,MEXICO,Tamaulipas,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='29-Jul-1929'>"
Reported 17-Jul-1929,1929.0,Invalid,CAPE VERDE,Santiago Island,,F,body,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(16, 20), match='1929'>","<re.Match object; span=(9, 20), match='17-Jul-1929'>"
23-Jun-1929,1929.0,Provoked,USA,Florida,Fishing,M,leg,N,9-foot shark,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='23-Jun-1929'>"
31-May-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,leg,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='31-May-1929'>"
Reported 26-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Diving for trepang,M,thigh,N,,"<re.Match object; span=(16, 20), match='1929'>","<re.Match object; span=(9, 20), match='26-Apr-1929'>"
Reported 17-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,lacerations,N,,"<re.Match object; span=(16, 20), match='1929'>","<re.Match object; span=(9, 20), match='17-Apr-1929'>"
11-Apr-1929,1929.0,Provoked,AUSTRALIA,Queensland,Standing in knee-deep water,M,leg,N,"Grey nurse shark, 4' ","<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='11-Apr-1929'>"
09-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='09-Apr-1929'>"
04-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Swimming between boats,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='04-Apr-1929'>"
16-Mar-1929,1929.0,Unprovoked,USA,Florida,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='16-Mar-1929'>"
12-Mar-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Bathing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='12-Mar-1929'>"
04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Launching rowboat through the surf,M,foot,N,"""a dog shark""","<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='04-Mar-1929'>"
04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Launching rowboat through the surf,M,leg,N,"""a dog shark""","<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='04-Mar-1929'>"
18-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,leg,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='18-Feb-1929'>"
09-Feb-1929,1929.0,Boating,AUSTRALIA,Western Australia,Canoeing,,NO INJURY,N,"Blue pointer, 12'","<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='09-Feb-1929'>"
08-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,thigh,Y,Galapagos shark,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='08-Feb-1929'>"
27-Jan-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='27-Jan-1929'>"
14-Jan-1929,1929.0,Unprovoked,NEW ZEALAND,North Island,Bathing,F,leg,N,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='14-Jan-1929'>"
12-Jan-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,thigh,Y,12' shark,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='12-Jan-1929'>"
06-Jan-1929,1929.0,Boating,TURKEY,,Fishing boat,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='06-Jan-1929'>"
05-Jan-1929,1929.0,Unprovoked,FIJI,Viti Levu Island,Diving for coins thrown from ship S.S. Moeraki,M,leg,Y,,"<re.Match object; span=(7, 11), match='1929'>","<re.Match object; span=(0, 11), match='05-Jan-1929'>"
21-Dec-1928,1928.0,Unprovoked,AUSTRALIA,,Pearl diving,M,arm,N,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='21-Dec-1928'>"
18-Nov-1928,1928.0,Provoked,USA,New Jersey,Fishing,M,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,"""Blue nose sharks""","<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='18-Nov-1928'>"
Reported 15-Nov-1928,1928.0,Boating,INDIA,,,M,NO INJURY,N,,"<re.Match object; span=(16, 20), match='1928'>","<re.Match object; span=(9, 20), match='15-Nov-1928'>"
12-Nov-1928,1928.0,Sea Disaster,USA,Virginia,"Sea Disaster, sinking of the  SS Vestris",M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='12-Nov-1928'>"
04-Nov-1928,1928.0,Unprovoked,PANAMA,Gulf of Panama,Swimming,M,leg,Y,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='04-Nov-1928'>"
Reported 24-Aug-1928,1928.0,Invalid,USA,New Jersey,,M,Thumb & coat sleeve recovered from shark's gut,,7' shark,"<re.Match object; span=(16, 20), match='1928'>","<re.Match object; span=(9, 20), match='24-Aug-1928'>"
11-Jul-1928,1928.0,Unprovoked,AUSTRALIA,,Pearl diving,M,Injuries to chest,N,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='11-Jul-1928'>"
Reported 24-Jun-1928,1928.0,Unprovoked,USA,Florida,Swimming,M,leg,N,,"<re.Match object; span=(16, 20), match='1928'>","<re.Match object; span=(9, 20), match='24-Jun-1928'>"
27-May-1928,1928.0,Invalid,INDIA,,,M,No details,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='27-May-1928'>"
Reported 14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,arm,N,Tiger shark,"<re.Match object; span=(16, 20), match='1928'>","<re.Match object; span=(9, 20), match='14-Apr-1928'>"
14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,Treading water,M,leg,N,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='14-Apr-1928'>"
09-Apr-1928,1928.0,Unprovoked,JAMAICA,,Diving,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='09-Apr-1928'>"
06-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,leg,N,4' shark,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='06-Apr-1928'>"
04-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,Standing in waist-deep water,M,thigh,Y,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='04-Apr-1928'>"
Reported 28-Mar-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,,M,hip,N,,"<re.Match object; span=(16, 20), match='1928'>","<re.Match object; span=(9, 20), match='28-Mar-1928'>"
20-Feb-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='20-Feb-1928'>"
27-Jan-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,Retrieving meat from a cage in the water,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='27-Jan-1928'>"
21-Jan-1928,1928.0,Invalid,USA,Florida,Swimming,,body,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='21-Jan-1928'>"
Some time between 08-Jan-1928 & 21-Jan-1928,1928.0,Invalid,USA,Florida,Jumped overboard and swimming,M,FATAL,,Shark involvement not confirmed,"<re.Match object; span=(25, 29), match='1928'>","<re.Match object; span=(18, 29), match='08-Jan-1928'>"
02-Jan-1928,1928.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,,F,leg,N,,"<re.Match object; span=(7, 11), match='1928'>","<re.Match object; span=(0, 11), match='02-Jan-1928'>"
28-Dec-1927,1927.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,leg,Y,"White shark, 4.4 m [14.5'] . ","<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='28-Dec-1927'>"
03-Nov-1927,1927.0,Sea Disaster,AUSTRALIA,New South Wales,The steamer Tahiti collided with the ferry Greycliffe,,40 people perished,Y,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='03-Nov-1927'>"
25-Oct-1927,1927.0,Sea Disaster,BRAZIL,Porto Seguro,Italian liner Principessa Mafalda sank,,"Of 1256 on board, 295 perished, some were taken by sharks",Y,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='25-Oct-1927'>"
12-Oct-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,Riding horseback across the creek,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='12-Oct-1927'>"
03-Jul-1927,1927.0,Boating,AUSTRALIA,New South Wales,,,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='03-Jul-1927'>"
29-May-1927,1927.0,Sea Disaster,PHILIPPINES,Luzon Island,Sea disaster,," 55  perished, some were  taken by sharks",Y,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='29-May-1927'>"
20-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,leg,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='20-Apr-1927'>"
08-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Pearl diving,M,leg,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='08-Apr-1927'>"
11-Mar-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing / treading water,M,thigh,N,Grey nurse shark?,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='11-Mar-1927'>"
14-Feb-1927,1927.0,Provoked,NICARAGUA,Salinas Bay,Feeling the sharks teeth,M,hand,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='14-Feb-1927'>"
09-Feb-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Attempting to rescue drowning man,M,leg,N,,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='09-Feb-1927'>"
20-Jan-1927,1927.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,thigh,N,"Raggedtooth shark, 1.5 m [5'] ","<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='20-Jan-1927'>"
Reported 08-Jan-1927,1927.0,Unprovoked,USA,California,Swimming,M,hand,N,,"<re.Match object; span=(16, 20), match='1927'>","<re.Match object; span=(9, 20), match='08-Jan-1927'>"
03-Jan-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,leg,Y,3.7 m [12'] shark,"<re.Match object; span=(7, 11), match='1927'>","<re.Match object; span=(0, 11), match='03-Jan-1927'>"
Reported 02-Dec-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1926'>","<re.Match object; span=(9, 20), match='02-Dec-1926'>"
17-Nov-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,M,arm,N,,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='17-Nov-1926'>"
Reported 29-Oct-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Jumped into the water,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1926'>","<re.Match object; span=(9, 20), match='29-Oct-1926'>"
23-Oct-1926,1926.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,leg,N,"Grey nurse shark, 4'","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='23-Oct-1926'>"
23-Oct-1926,1926.0,Sea Disaster,BERMUDA,,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N,,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='23-Oct-1926'>"
Reported 06-Sep-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,,Jumped out of canoe,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1926'>","<re.Match object; span=(9, 20), match='06-Sep-1926'>"
24-Aug-1926,1926.0,Unprovoked,USA,New Jersey,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='24-Aug-1926'>"
23-Jul-1926,1926.0,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming,M,FATAL,Y,Said to involve 6 to 7 m [20' to 23'] white shark,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='23-Jul-1926'>"
12-Jul-1926,1926.0,Boating,USA,New Jersey,Fishing,M,NO INJURY,N,"""whiptail shark"" (thresher shark?)","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='12-Jul-1926'>"
08-Jul-1926,1926.0,Unprovoked,USA,California,Swimming with dog near canning factory,M,leg,N,1.5 m [5'] white shark or sevengill shark,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='08-Jul-1926'>"
03-Jul-1926,1926.0,Invalid,SPAIN,Sants-Montjic,Bathing,M,NO INJURY,,"Questionable, 2m shark suspected","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='03-Jul-1926'>"
18-May-1926,1926.0,Unprovoked,USA,Hawaii,Swimming,M,FATAL,Y,"White shark, 3.8 m [12.5']  ","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='18-May-1926'>"
22-Apr-1926,1926.0,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Fell overboard from SS Ripley Castle,M,leg,N,,"<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='22-Apr-1926'>"
07-Apr-1926,1926.0,Unprovoked,USA,Hawaii,Swimming,F,leg,N,"According to Carlsmith, the shark's mouth was 3' wide","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='07-Apr-1926'>"
17-Mar-1926,1926.0,Unprovoked,AUSTRALIA,South Australia,Swimming ,F,FATAL,Y,"White shark, 3.7 m [12']  ","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='17-Mar-1926'>"
26-Jan-1926,1926.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,thigh,N,"""a blue shark""","<re.Match object; span=(7, 11), match='1926'>","<re.Match object; span=(0, 11), match='26-Jan-1926'>"
22-Nov-1925,1925.0,Unprovoked,AUSTRALIA,Western Australia,Floating on his back,M,thigh,Y,"Tiger shark, 4 m [13'] female","<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='22-Nov-1925'>"
04-Sep-1925,1925.0,Provoked,SPAIN,Valencia ,Fishing,M,hand,N,,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='04-Sep-1925'>"
03-Sep-1925,1925.0,Unprovoked,ENGLAND,Isle of Wight,Fishing,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='03-Sep-1925'>"
02-Aug-1925,1925.0,Unprovoked,USA,South Carolina,Swimming,F,thigh,N,,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='02-Aug-1925'>"
15-Jun-1925,1925.0,Invalid,AUSTRALIA,Western Australia,,,arm,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='15-Jun-1925'>"
07-Mar-1925 or 27-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Bathing in waist-deep water,M,leg,N,Said to be a small shark,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='07-Mar-1925'>"
12-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='12-Mar-1925'>"
10-Mar-1925,1925.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='10-Mar-1925'>"
Reported 27-Jan-1925,1925.0,Unprovoked,USA,Florida,Swimming,M,arm,N,,"<re.Match object; span=(16, 20), match='1925'>","<re.Match object; span=(9, 20), match='27-Jan-1925'>"
08-Jan-1925,1925.0,Unprovoked,CANADA,Vancouver,"Diving, repairing water main at depth of 90'",M,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,2.1 m [7'] shark,"<re.Match object; span=(7, 11), match='1925'>","<re.Match object; span=(0, 11), match='08-Jan-1925'>"
25-Nov-1924,1924.0,Unprovoked,MEXICO,Tamaulipas,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,FATAL,Y,1.8 m shark,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='25-Nov-1924'>"
24-Nov-1924,1924.0,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean","Inebriated, woke from sleep and fell off deck into the water ",M,leg,N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='24-Nov-1924'>"
21-Nov-1924,1924.0,Unprovoked,USA,Puerto Rico,Bathing,M,leg,Y,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='21-Nov-1924'>"
Reported 31-Oct-1924,1924.0,Provoked,FRENCH POLYNESIA,Tuamotus,Pearl diving,M,Abrasions PROVOKED ATTACK,N,,"<re.Match object; span=(16, 20), match='1924'>","<re.Match object; span=(9, 20), match='31-Oct-1924'>"
18-Oct-1924,1924.0,Unprovoked,AUSTRALIA,Victoria,Bathing,M,leg,N,10' shark,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='18-Oct-1924'>"
31-Jul-1924,1924.0,Unprovoked,USA,South Carolina,Standing,M,leg,N,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.","<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='31-Jul-1924'>"
14-Jul-1924,1924.0,Provoked,ENGLAND,Dorset,Fishing for mackerel,M,arm,N,12' shark,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='14-Jul-1924'>"
04-Jul-1924,1924.0,Boating,USA,California,Fishing,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='04-Jul-1924'>"
18-Jun-1924,1924.0,Provoked,USA,Florida,Removing shark from a net,M,leg,N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='18-Jun-1924'>"
25-Apr-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,"Fishing, fell in water & swimming strongly to shore",M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='25-Apr-1924'>"
22-Apr-1924,1924.0,Unprovoked,PANAMA,150 miles offshore,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='22-Apr-1924'>"
20-Apr-1924,1924.0,Invalid,AUSTRALIA,Western Australia,Swimming ,M,Abrasions,,Questionable,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='20-Apr-1924'>"
Reported 28-Mar-1924,1924.0,Unprovoked,SOLOMON ISLANDS,Central Province,Swimming,M,leg,N,,"<re.Match object; span=(16, 20), match='1924'>","<re.Match object; span=(9, 20), match='28-Mar-1924'>"
24-Mar-1924,1924.0,Boating,SPAIN,Galica,Fishing,,NO INJURY,N,3.5 m shark,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='24-Mar-1924'>"
13-Feb-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Bathing in 5' of water,F,leg,N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='13-Feb-1924'>"
08-Feb-1924,1924.0,Invalid,AUSTRALIA,Queensland,Bathing,M,DROWNED,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='08-Feb-1924'>"
29-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='29-Jan-1924'>"
25-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='25-Jan-1924'>"
09-Jan-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Had just dived into water & was swimming,M,thigh,Y,3 m [10'] shark,"<re.Match object; span=(7, 11), match='1924'>","<re.Match object; span=(0, 11), match='09-Jan-1924'>"
12-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='12-Dec-1923'>"
02-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,"Fishing, standing in waist-deep water",M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='02-Dec-1923'>"
23-Nov-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,Dry shelling,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='23-Nov-1923'>"
02-Nov-1923,1923.0,Invalid,AUSTRALIA,New South Wales,Fishing,M,FATAL,,Shark involvement suspected but not confirmed,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='02-Nov-1923'>"
20-Oct-1923,1923.0,Invalid,AUSTRALIA,New South Wales,Sailing,M,body,,Shark involvement prior to death unconfirmed,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='20-Oct-1923'>"
17-Oct-1923,1923.0,Boating,AUSTRALIA,New South Wales,Fishing,,NO INJURY,N,"""a very large shark""","<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='17-Oct-1923'>"
16-Oct-1923,1923.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,arm,N,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='16-Oct-1923'>"
08-Aug-1923,1923.0,Unprovoked,GUYANA,Demerara County,Fishing,M,leg,N,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='08-Aug-1923'>"
Reported 02-Jul-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Diving for pearl,M,FATAL,N,,"<re.Match object; span=(16, 20), match='1923'>","<re.Match object; span=(9, 20), match='02-Jul-1923'>"
16-Jun-1923,1923.0,Boating,AUSTRALIA,New South Wales,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='16-Jun-1923'>"
06-Jun-1923,1923.0,Boating,MEXICO,Vera Cruz,Dismantling cable buoys of the cable ship All America,,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='06-Jun-1923'>"
Reported 23-May-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,Wading,M,foot,N,,"<re.Match object; span=(16, 20), match='1923'>","<re.Match object; span=(9, 20), match='23-May-1923'>"
22-May-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Diving?,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='22-May-1923'>"
18-Mar-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Diving,M,leg,N,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='18-Mar-1923'>"
27-Jan-1923,1923.0,Invalid,AUSTRALIA,Western Australia,,M,DROWNED,,Shark involvement prior to death was not confirmed,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='27-Jan-1923'>"
27-Jan-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,thigh,Y,,"<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='27-Jan-1923'>"
14-Jan-1923,1923.0,Invalid,CUBA,Caribbean Sea,seaplane Columbus ditched in the sea,M,DROWNED,,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman","<re.Match object; span=(7, 11), match='1923'>","<re.Match object; span=(0, 11), match='14-Jan-1923'>"
14-Dec-1922,1922.0,Unprovoked,USA,Puerto Rico,Bathing,F,thigh,Y,,"<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='14-Dec-1922'>"
05-Dec-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,Bathing in 3' to 4' of water,M,FATAL,Y,"2.7 m [9'] ""blue"" shark","<re.Match object; span=(7, 11), match='1922'>","<re.Match object; span=(0, 11), match='05-Dec-1922'>"
