Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
07-Aug-1995,1995.0,Unprovoked,USA,Florida,Body boarding,M,leg,N,1.2 m to 1.5 m [4' to 5'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='07-Aug-1995'>"
01-Aug-1995,1995.0,Invalid,TONGA,Vavau,Fishing,M,hand,,Invalid,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='01-Aug-1995'>"
28-Jul-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Jul-1995'>"
28-Jul-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Jul-1995'>"
28-Jul-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Jul-1995'>"
28-Jul-1995,1995.0,Unprovoked,USA,Florida,Standing,M,leg,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Jul-1995'>"
28-Jul-1995,1995.0,Unprovoked,USA,South Carolina,,M,hand,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Jul-1995'>"
24-Jul-1995,1995.0,Unprovoked,USA,South Carolina,Swimming,F,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='24-Jul-1995'>"
23-Jul-1995,1995.0,Unprovoked,USA,Florida,Body boarding,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='23-Jul-1995'>"
07-Jul-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='07-Jul-1995'>"
08-Nov-1984,1984.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Wetsuit lacerated,N,,"<re.Match object; span=(7, 11), match='1984'>","<re.Match object; span=(0, 11), match='08-Nov-1984'>"
06-Jul-1995,1995.0,Unprovoked,USA,Texas,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='06-Jul-1995'>"
03-Jul-1995,1995.0,Provoked,USA,Mississippi,Fishing,F,leg,N,Blacktip shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='03-Jul-1995'>"
30-Jun-1995,1995.0,Unprovoked,USA,California,Scuba diving (ascending using scooter),M,leg,N,6 m [20'] white shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='30-Jun-1995'>"
24-Jun-1995,1995.0,Unprovoked,USA,California,Kayaking,F,MINOR INJURY,N,White shark (tooth fragment recovered),"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='24-Jun-1995'>"
23-Jun-1995,1995.0,Unprovoked,USA,Georgia,Playing / jumping,M,foot,N,"""sand"" shark","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='23-Jun-1995'>"
17-Jun-1995,1995.0,Unprovoked,USA,South Carolina,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='17-Jun-1995'>"
17-Jun-1995,1995.0,Unprovoked,USA,Florida,Swimming,M,leg,N,1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='17-Jun-1995'>"
16-Jun-1995,1995.0,Unprovoked,USA,Florida,Swimming,F,leg,N,6' shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='16-Jun-1995'>"
14-Jun-1995,1995.0,Unprovoked,USA,Hawaii,Swimming,M,leg,N,"Tiger shark, 3.7 m [12'] ","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='14-Jun-1995'>"
13-Jun-1995,1995.0,Unprovoked,HONG KONG,Clearwater Bay,Swimming,F,leg,Y,Though to involve a tiger shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='13-Jun-1995'>"
02-Jun-1995,1995.0,Unprovoked,HONG KONG,New Territories,Swimming,M,thigh,Y,1.8 m to 2.1 m [6' to 7'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='02-Jun-1995'>"
31-May-1995,1995.0,Unprovoked,HONG KONG,New Territories,Diving,,leg,Y,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='31-May-1995'>"
26-May-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Possibly a bull shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='26-May-1995'>"
24-May-1995,1995.0,Unprovoked,FIJI,Yasawa Islands,Sleeping in anchored boat,M,leg,Y,3.7 m [12'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='24-May-1995'>"
18-May-1995,1995.0,Unprovoked,AUSTRALIA,Western Australia,,,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='18-May-1995'>"
12-May-1995,1995.0,Unprovoked,SOUTH KOREA,,Diving for abalone,F,leg,Y,4 m shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='12-May-1995'>"
16-Apr-1995,1995.0,Invalid,USA,Florida,,M,hand,,Invalid,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='16-Apr-1995'>"
13-Apr-1995,1995.0,Unprovoked,USA,Florida,,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='13-Apr-1995'>"
09-Apr-1995,1995.0,Unprovoked,AUSTRALIA,New South Wales,Diving,M,NO INJURY,N,Wobbegong shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='09-Apr-1995'>"
09-Apr-1995,1995.0,Unprovoked,JAPAN,Aichi Prefecture,Scuba diving for bivalves,M,FATAL,Y,6 m [20'] white shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='09-Apr-1995'>"
21-Mar-1995,1995.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,F,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='21-Mar-1995'>"
11-Mar-1995,1995.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,arm,N,"Bronze whaler shark, 2 m ","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='11-Mar-1995'>"
05-Mar-1995,1995.0,Unprovoked,BRAZIL,Maranhão,Swimming,,FATAL,Y,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='05-Mar-1995'>"
19-Feb-1995,1995.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,leg,N,Raggedtooth shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='19-Feb-1995'>"
24-Jan-1995,1995.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,thigh,Y,"Tiger shark, 1.8 m [6'] ","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='24-Jan-1995'>"
02-Jan-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,foot,N, ,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='02-Jan-1995'>"
30-Dec-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,NO INJURY,N,5.5 m [18'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='30-Dec-1994'>"
18-Dec-1994,1994.0,Unprovoked,USA,Hawaii,"Surfing, sitting on board",,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='18-Dec-1994'>"
13-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='13-Dec-1994'>"
11-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,thigh,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='11-Dec-1994'>"
Reported      10-Dec-1994 ,1994.0,Unprovoked,VANUATU,Tafea Province,,,No details,UNKNOWN,,"<re.Match object; span=(21, 25), match='1994'>","<re.Match object; span=(14, 25), match='10-Dec-1994'>"
09-Dec-1994,1994.0,Invalid,AUSTRALIA,Queensland,Murder victim,M,Shark scavenged on his corpse,,Invalid,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Dec-1994'>"
09-Dec-1994,1994.0,Unprovoked,USA,California,Commercial diver (submerged or treading water),M,leg,Y,5 m to 5.5 m [16.5' to 18'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Dec-1994'>"
01-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='01-Dec-1994'>"
25-Nov-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,NO INJURY,N,"Raggedtooth shark, 2.7 m [9'] ","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='25-Nov-1994'>"
13-Nov-1994,1994.0,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",F,thigh,N,2.7 m [9'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='13-Nov-1994'>"
06-Nov-1994,1994.0,Unprovoked,USA,Hawaii,Surfing,,NO INJURY,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='06-Nov-1994'>"
18-Oct-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,,Survived,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='18-Oct-1994'>"
17-Oct-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='17-Oct-1994'>"
09-Oct-1994,1994.0,Provoked,USA,Florida,Wading,F,foot,N,Thought to involve a small sand shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Oct-1994'>"
05-Oct-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='05-Oct-1994'>"
26-Sep-1994,1994.0,Unprovoked,USA,South Carolina,Swimming,F,hand,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='26-Sep-1994'>"
21-Sep-1994,1994.0,Unprovoked,USA,Oregon,Surfing,M,NO INJURY,N,5 m [16.5'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='21-Sep-1994'>"
Reported 11-Sep-1994,1994.0,Sea Disaster,USA,Florida,Adrift on refugee raft,M,FATAL,Y,,"<re.Match object; span=(16, 20), match='1994'>","<re.Match object; span=(9, 20), match='11-Sep-1994'>"
05-Sep-1994,1994.0,Unprovoked,USA,Hawaii,Jumped off rocks into white water,F,leg,N,Small shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='05-Sep-1994'>"
22-Aug-1994,1994.0,Unprovoked,JAPAN,Kagoshima Prefecture,,,Survived,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='22-Aug-1994'>"
24-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='24-Jul-1994'>"
09-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Jul-1994'>"
09-Jul-1994,1994.0,Unprovoked,REUNION,Saint-Denis,Windsurfing,M,FATAL,Y,3 to 3.5 m [10' to 11.5'] bull shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Jul-1994'>"
09-Jul-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,leg,Y,4 m [13'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Jul-1994'>"
09-Jul-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,leg,N,4 m [13'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Jul-1994'>"
08-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='08-Jul-1994'>"
08-Jul-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,leg,N,"""small shark""","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='08-Jul-1994'>"
24-Jun-1994,1994.0,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,M,arm,N,1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='24-Jun-1994'>"
31-May-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='31-May-1994'>"
31-May-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,foot,N,1.2 m [4'] spinner shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='31-May-1994'>"
28-May-1994,1994.0,Unprovoked,USA,Florida,Spearfishing,M,arm,N,2.1 m [7'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='28-May-1994'>"
24-May-1994,1994.0,Unprovoked,USA,Florida,Wading,F,foot,N,1.2 m [4'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='24-May-1994'>"
23-May-1994,1994.0,Unprovoked,USA,Florida,Wading,M,foot,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='23-May-1994'>"
15-May-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,leg,N,>1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='15-May-1994'>"
Reported 16-Apr-1994,1994.0,Invalid,USA,California,,F,leg,,Invalid,"<re.Match object; span=(16, 20), match='1994'>","<re.Match object; span=(9, 20), match='16-Apr-1994'>"
15-Apr-1994,1994.0,Unprovoked,REUNION,Saint-Joseph,,,FATAL,Y,"3 m [10'], 200-kg [441-lb] bull shark","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='15-Apr-1994'>"
06-Apr-1994,1994.0,Unprovoked,BAHAMAS,,Wading,M,leg,N,2' to 3' shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='06-Apr-1994'>"
03-Apr-1994,1994.0,Unprovoked,USA,Florida,Freediving for seashells,M,arm,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='03-Apr-1994'>"
02-Apr-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,FATAL,Y,4.9 m white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='02-Apr-1994'>"
23-Mar-1994,1994.0,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,F,leg,N,"3.6 m [11'9""] white shark","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='23-Mar-1994'>"
23-Mar-1994,1994.0,Unprovoked,CHILE,,Swimming alongside NOAA research vessel Discoverer,M,thigh,N,"3.6 m [11'9""] white shark","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='23-Mar-1994'>"
07-Mar-1994,1994.0,Provoked,USA,California,Removing shark from tank in nightclub ,M,arm,N,"Lemon shark, 4' ","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='07-Mar-1994'>"
01-Mar-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,leg,N,2 m shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='01-Mar-1994'>"
27-Feb-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,fin,N,3 m [10'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='27-Feb-1994'>"
19-Feb-1994,1994.0,Unprovoked,USA,Florida,Surfing,M,foot,N,1.2 m [4'] shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='19-Feb-1994'>"
13-Feb-1994,1994.0,Provoked,USA,Hawaii,Fishing,M,arm,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='13-Feb-1994'>"
12-Feb-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,leg,N,3 m [10'] white shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='12-Feb-1994'>"
31-Jan-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='31-Jan-1994'>"
31-Jan-1994,1994.0,Unprovoked,USA,Hawaii,Surfing,M,FATAL,Y,Tiger shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='31-Jan-1994'>"
30-Jan-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Windsurfing,M,leg,N,,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='30-Jan-1994'>"
Reported 12-Jan-1994,1994.0,Boat,AUSTRALIA,Western Australia,Fishing,,NO INJURY,N,White shark,"<re.Match object; span=(16, 20), match='1994'>","<re.Match object; span=(9, 20), match='12-Jan-1994'>"
09-Jan-1994,1994.0,Unprovoked,AUSTRALIA,Queensland,"Swimming, after falling off towed kneeboard",M,Hamstring bitten,N,1.5 m shark,"<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='09-Jan-1994'>"
03-Jan-1994,1994.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,foot,N,"1.3 m [4'3""] shark","<re.Match object; span=(7, 11), match='1994'>","<re.Match object; span=(0, 11), match='03-Jan-1994'>"
28-Nov-1993,1993.0,Unprovoked,USA,Florida,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='28-Nov-1993'>"
21-Nov-1993,1993.0,Unprovoked,AUSTRALIA,Western Australia,Hookah diving,M,FATAL,Y,Tiger shark caught 6 days later with divers remains in its gut,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='21-Nov-1993'>"
12-Nov-1993,1993.0,Unprovoked,USA,Hawaii,"Surfing, paddling shorewards",M,leg,N,,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='12-Nov-1993'>"
30-Oct-1993,1993.0,Unprovoked,USA,California,Surfing,M,leg,N,4 m to 5 m [13' to 16.5'] white shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='30-Oct-1993'>"
26-Oct-1993,1993.0,Unprovoked,USA,Florida,Swimming,F,thigh,N,3 m [10'] bull shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='26-Oct-1993'>"
10-Oct-1993,1993.0,Boating,USA,California,Kayaking,F,NO INJURY,N,>6 m [20'] white shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='10-Oct-1993'>"
30-Sep-1993,1993.0,Unprovoked,SOMALIA,Banaadir Region,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='30-Sep-1993'>"
26-Sep-1993,1993.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,leg,N,3 m [10'] white shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='26-Sep-1993'>"
16-Sep-1993,1993.0,Unprovoked,EL SALVADOR,La Libertad,Surfing,,leg,N,3.7 m [12'] white shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='16-Sep-1993'>"
16-Sep-1993,1993.0,Unprovoked,EL SALVADOR,La Libertad,Surfing,M,leg,Y,,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='16-Sep-1993'>"
14-Sep-1993,1993.0,Unprovoked,USA,Florida,Wading,M,foot,N,3' shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='14-Sep-1993'>"
09-Sep-1993,1993.0,Unprovoked,USA,Florida,,M,foot,N,,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='09-Sep-1993'>"
03-Sep-1993,1993.0,Unprovoked,SPAIN,Costa Blanca,Swimming,M,thigh,N,1.2 m [4'] shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='03-Sep-1993'>"
21-Aug-1993,1993.0,Unprovoked,BAHAMAS,Walkers Cay,Spearfishing,M,leg,N,1.8 m [6'] blacktip shark or Caribbean reef shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='21-Aug-1993'>"
Reported      19-Aug-1993,1993.0,Unprovoked,USA,Florida,Surfing,,foot,N,,"<re.Match object; span=(21, 25), match='1993'>","<re.Match object; span=(14, 25), match='19-Aug-1993'>"
 19-Aug-1993,1993.0,Unprovoked,USA,Hawaii,"Surfing, paddling seawards",M,Abrasions & board bitten,N,,"<re.Match object; span=(8, 12), match='1993'>","<re.Match object; span=(1, 12), match='19-Aug-1993'>"
15-Aug-1993,1993.0,Boat,USA,California,Watching the shark feeding on a dead pinniped,,NO INJURY,N,">6 m white shark, according to witnesses","<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='15-Aug-1993'>"
15-Aug-1993,1993.0,Unprovoked,USA,North Carolina,Riding floatation device,F,thigh,N,Bull shark,"<re.Match object; span=(7, 11), match='1993'>","<re.Match object; span=(0, 11), match='15-Aug-1993'>"
